2000,0.28
2001,0.54
2002,0.39
2003,0.28
2004,0.44
2005,0.57
2006,0.79
2007,0.58
2008,1.11
2009,1.62
2010,3.30
2011,3.60
2012,7.08
2013,7.86
2014,10.07
2015,14.71
2016,31.87
2017,36.45
2018,35.44
2019,38.79
2020,36.79
2021,38.25
